name,pass,all,score,pass,all,score,Total-score
sysctl01,0,1,0,-,-,-,0
sysctl01.sh,0,0,0,-,-,-,0
sysctl02.sh,0,0,0,-,-,-,0
sysctl03,0,2,0,-,-,-,0
sysctl04,0,1,0,-,-,-,0
sysfs01,0,1,0,-,-,-,0
sysfs02,0,1,0,-,-,-,0
sysfs03,0,1,0,-,-,-,0
sysfs04,0,1,0,-,-,-,0
sysfs05,0,1,0,-,-,-,0
sysinfo01,0,0,0,-,-,-,0
sysinfo02,0,0,0,-,-,-,0
sysinfo03,0,0,0,-,-,-,0
syslog11,0,1,0,-,-,-,0
syslog12,0,6,0,-,-,-,0
tar_tests.sh,0,0,0,-,-,-,0
tbio,0,0,0,-,-,-,0
tc01.sh,0,0,0,-,-,-,0
tcindex01,0,0,0,-,-,-,0
tee01,0,1,0,-,-,-,0
tee02,0,3,0,-,-,-,0
test.sh,0,0,0,-,-,-,0
test_1_to_1_accept_close,0,0,0,-,-,-,0
test_1_to_1_addrs,0,0,0,-,-,-,0
test_1_to_1_connect,0,0,0,-,-,-,0
test_1_to_1_connectx,0,0,0,-,-,-,0
test_1_to_1_events,0,0,0,-,-,-,0
test_1_to_1_initmsg_connect,0,0,0,-,-,-,0
test_1_to_1_nonblock,0,0,0,-,-,-,0
test_1_to_1_recvfrom,0,0,0,-,-,-,0
test_1_to_1_recvmsg,0,0,0,-,-,-,0
test_1_to_1_rtoinfo,0,0,0,-,-,-,0
test_1_to_1_send,0,0,0,-,-,-,0
test_1_to_1_sendmsg,0,0,0,-,-,-,0
test_1_to_1_sendto,0,0,0,-,-,-,0
test_1_to_1_shutdown,0,0,0,-,-,-,0
test_1_to_1_socket_bind_listen,0,0,0,-,-,-,0
test_1_to_1_sockopt,0,0,0,-,-,-,0
test_1_to_1_threads,0,0,0,-,-,-,0
test_assoc_abort,0,0,0,-,-,-,0
test_assoc_shutdown,0,0,0,-,-,-,0
test_autoclose,0,0,0,-,-,-,0
test_basic,0,0,0,-,-,-,0
test_basic_v6,0,0,0,-,-,-,0
test_connect,0,0,0,-,-,-,0
test_connectx,0,0,0,-,-,-,0
test_controllers.sh,0,0,0,-,-,-,0
test_fragments,0,0,0,-,-,-,0
test_fragments_v6,0,0,0,-,-,-,0
test_getname,0,0,0,-,-,-,0
test_getname_v6,0,0,0,-,-,-,0
test_inaddr_any,0,0,0,-,-,-,0
test_inaddr_any_v6,0,0,0,-,-,-,0
test_ioctl,0,0,0,-,-,-,0
test_peeloff,0,0,0,-,-,-,0
test_peeloff_v6,0,0,0,-,-,-,0
test_recvmsg,0,0,0,-,-,-,0
test_robind.sh,0,0,0,-,-,-,0
test_sctp_sendrecvmsg,0,0,0,-,-,-,0
test_sctp_sendrecvmsg_v6,0,0,0,-,-,-,0
test_sockopt,0,0,0,-,-,-,0
test_sockopt_v6,0,0,0,-,-,-,0
test_tcp_style,0,0,0,-,-,-,0
test_tcp_style_v6,0,0,0,-,-,-,0
test_timetolive,0,0,0,-,-,-,0
test_timetolive_v6,0,0,0,-,-,-,0
testsf_c,0,0,0,-,-,-,0
testsf_c6,0,0,0,-,-,-,0
testsf_s,0,0,0,-,-,-,0
testsf_s6,0,0,0,-,-,-,0
tgkill01,0,0,0,-,-,-,0
tgkill02,0,0,0,-,-,-,0
tgkill03,0,0,0,-,-,-,0
thp01,1,15,1,-,-,-,1
thp02,0,1,0,-,-,-,0
thp03,0,1,0,-,-,-,0
thp04,0,1,0,-,-,-,0
time-schedule,0,0,0,-,-,-,0
time01,2,2,2,-,-,-,2
timens01,0,0,0,-,-,-,0
timer_delete01,0,1,0,-,-,-,0
timer_delete02,0,1,0,-,-,-,0
timer_getoverrun01,0,1,0,-,-,-,0
timer_gettime01,0,1,0,-,-,-,0
timer_settime01,0,1,0,-,-,-,0
timer_settime02,0,1,0,-,-,-,0
timer_settime03,0,2,0,-,-,-,0
timerfd01,0,1,0,-,-,-,0
timerfd02,0,1,0,-,-,-,0
timerfd04,0,0,0,-,-,-,0
timerfd_create01,0,2,0,-,-,-,0
timerfd_gettime01,0,1,0,-,-,-,0
timerfd_settime01,0,1,0,-,-,-,0
timerfd_settime02,0,1,0,-,-,-,0
times01,1,1,1,-,-,-,1
times03,6,12,6,-,-,-,6
tkill01,0,1,0,-,-,-,0
tkill02,0,1,0,-,-,-,0
tpci,0,0,0,-,-,-,0
tpm_changeauth_tests.sh,0,0,0,-,-,-,0
tpm_changeauth_tests_exp01.sh,0,0,0,-,-,-,0
tpm_changeauth_tests_exp02.sh,0,0,0,-,-,-,0
tpm_changeauth_tests_exp03.sh,0,0,0,-,-,-,0
tpm_clear_tests.sh,0,0,0,-,-,-,0
tpm_clear_tests_exp01.sh,0,0,0,-,-,-,0
tpm_getpubek_tests.sh,0,0,0,-,-,-,0
tpm_getpubek_tests_exp01.sh,0,0,0,-,-,-,0
tpm_restrictpubek_tests.sh,0,0,0,-,-,-,0
tpm_restrictpubek_tests_exp01.sh,0,0,0,-,-,-,0
tpm_restrictpubek_tests_exp02.sh,0,0,0,-,-,-,0
tpm_restrictpubek_tests_exp03.sh,0,0,0,-,-,-,0
tpm_selftest_tests.sh,0,0,0,-,-,-,0
tpm_takeownership_tests.sh,0,0,0,-,-,-,0
tpm_takeownership_tests_exp01.sh,0,0,0,-,-,-,0
tpm_version_tests.sh,0,0,0,-,-,-,0
tpmtoken_import_tests.sh,0,0,0,-,-,-,0
tpmtoken_import_tests_exp01.sh,0,0,0,-,-,-,0
tpmtoken_import_tests_exp02.sh,0,0,0,-,-,-,0
tpmtoken_import_tests_exp03.sh,0,0,0,-,-,-,0
tpmtoken_import_tests_exp04.sh,0,0,0,-,-,-,0
tpmtoken_import_tests_exp05.sh,0,0,0,-,-,-,0
tpmtoken_import_tests_exp06.sh,0,0,0,-,-,-,0
tpmtoken_import_tests_exp07.sh,0,0,0,-,-,-,0
tpmtoken_import_tests_exp08.sh,0,0,0,-,-,-,0
tpmtoken_init_tests.sh,0,0,0,-,-,-,0
tpmtoken_init_tests_exp00.sh,0,0,0,-,-,-,0
tpmtoken_init_tests_exp01.sh,0,0,0,-,-,-,0
tpmtoken_init_tests_exp02.sh,0,0,0,-,-,-,0
tpmtoken_init_tests_exp03.sh,0,0,0,-,-,-,0
tpmtoken_objects_tests.sh,0,0,0,-,-,-,0
tpmtoken_objects_tests_exp01.sh,0,0,0,-,-,-,0
tpmtoken_protect_tests.sh,0,0,0,-,-,-,0
tpmtoken_protect_tests_exp01.sh,0,0,0,-,-,-,0
tpmtoken_protect_tests_exp02.sh,0,0,0,-,-,-,0
tpmtoken_setpasswd_tests.sh,0,0,0,-,-,-,0
tpmtoken_setpasswd_tests_exp01.sh,0,0,0,-,-,-,0
tpmtoken_setpasswd_tests_exp02.sh,0,0,0,-,-,-,0
tpmtoken_setpasswd_tests_exp03.sh,0,0,0,-,-,-,0
tpmtoken_setpasswd_tests_exp04.sh,0,0,0,-,-,-,0
trace_sched,0,0,0,-,-,-,0
tracepath01.sh,0,0,0,-,-,-,0
traceroute01.sh,0,0,0,-,-,-,0
truncate02,0,2,0,-,-,-,0
truncate02_64,0,2,0,-,-,-,0
truncate03,0,1,0,-,-,-,0
truncate03_64,0,1,0,-,-,-,0
tst_ansi_color.sh,0,0,0,-,-,-,0
tst_brk,0,0,0,-,-,-,0
tst_brkm,0,0,0,-,-,-,0
tst_cgctl,0,0,0,-,-,-,0
tst_check_drivers,0,0,0,-,-,-,0
tst_check_kconfigs,0,0,0,-,-,-,0
tst_checkpoint,0,0,0,-,-,-,0
tst_device,0,0,0,-,-,-,0
tst_exit,0,0,0,-,-,-,0
tst_fs_has_free,0,0,0,-,-,-,0
tst_fsfreeze,0,0,0,-,-,-,0
tst_get_free_pids,0,0,0,-,-,-,0
tst_get_median,0,0,0,-,-,-,0
tst_get_unused_port,0,0,0,-,-,-,0
tst_getconf,0,0,0,-,-,-,0
tst_kvcmp,0,0,0,-,-,-,0
tst_lockdown_enabled,0,0,0,-,-,-,0
tst_ncpus,0,0,0,-,-,-,0
tst_ncpus_conf,0,0,0,-,-,-,0
tst_ncpus_max,0,0,0,-,-,-,0
tst_net.sh,0,0,0,-,-,-,0
tst_net_iface_prefix,0,0,0,-,-,-,0
tst_net_ip_prefix,0,0,0,-,-,-,0
tst_net_stress.sh,0,0,0,-,-,-,0
tst_net_vars,0,0,0,-,-,-,0
tst_ns_create,0,0,0,-,-,-,0
tst_ns_exec,0,0,0,-,-,-,0
tst_ns_ifmove,0,0,0,-,-,-,0
tst_random,0,0,0,-,-,-,0
tst_res,0,0,0,-,-,-,0
tst_resm,0,0,0,-,-,-,0
tst_rod,0,0,0,-,-,-,0
tst_secureboot_enabled,0,0,0,-,-,-,0
tst_security.sh,0,0,0,-,-,-,0
tst_sleep,0,0,0,-,-,-,0
tst_supported_fs,0,0,0,-,-,-,0
tst_test.sh,0,0,0,-,-,-,0
tst_timeout_kill,0,0,0,-,-,-,0
uaccess,0,0,0,-,-,-,0
uevent01,0,2,0,-,-,-,0
uevent02,0,0,0,-,-,-,0
uevent03,0,0,0,-,-,-,0
ulimit01,0,0,0,-,-,-,0
umask01,0,511,0,-,-,-,0
umip_basic_test,0,0,0,-,-,-,0
umount01,0,1,0,-,-,-,0
umount02,0,1,0,-,-,-,0
umount03,0,1,0,-,-,-,0
umount2_01,0,0,0,-,-,-,0
umount2_02,0,1,0,-,-,-,0
uname01,1,2,1,-,-,-,1
uname02,1,1,1,-,-,-,1
uname04,1,2,1,-,-,-,1
unlink05,0,1,0,-,-,-,0
unlink07,0,1,0,-,-,-,0
unlink08,0,1,0,-,-,-,0
unlink09,0,1,0,-,-,-,0
unlinkat01,4,7,4,-,-,-,4
unshare01,0,3,0,-,-,-,0
unshare01.sh,0,0,0,-,-,-,0
unshare02,0,2,0,-,-,-,0
unzip01.sh,0,0,0,-,-,-,0
userfaultfd01,0,1,0,-,-,-,0
userns01,0,0,0,-,-,-,0
userns02,0,0,0,-,-,-,0
userns03,0,0,0,-,-,-,0
userns04,0,0,0,-,-,-,0
userns05,0,0,0,-,-,-,0
userns06,0,0,0,-,-,-,0
userns06_capcheck,0,0,0,-,-,-,0
userns07,0,0,0,-,-,-,0
userns08,0,0,0,-,-,-,0
ustat01,0,1,0,-,-,-,0
ustat02,0,1,0,-,-,-,0
utime01,0,1,0,-,-,-,0
utime02,0,1,0,-,-,-,0
utime03,0,1,0,-,-,-,0
utime04,0,1,0,-,-,-,0
utime05,0,1,0,-,-,-,0
utime06,0,1,0,-,-,-,0
utime07,0,1,0,-,-,-,0
utimensat01,0,1,0,-,-,-,0
utimes01,0,1,0,-,-,-,0
utsname01,1,1,1,-,-,-,1
utsname02,0,6,0,-,-,-,0
utsname03,0,6,0,-,-,-,0
utsname04,2,4,2,-,-,-,2
verify_caps_exec,0,0,0,-,-,-,0
vfork,0,0,0,-,-,-,0
vfork01,0,0,0,-,-,-,0
vfork02,0,0,0,-,-,-,0
vfork_freeze.sh,0,0,0,-,-,-,0
vhangup01,0,1,0,-,-,-,0
vhangup02,0,1,0,-,-,-,0
virt_lib.sh,0,0,0,-,-,-,0
vlan01.sh,0,0,0,-,-,-,0
vlan02.sh,0,0,0,-,-,-,0
vlan03.sh,0,0,0,-,-,-,0
vma01,0,0,0,-,-,-,0
vma02,0,0,0,-,-,-,0
vma03,0,0,0,-,-,-,0
vma04,0,0,0,-,-,-,0
vma05.sh,0,0,0,-,-,-,0
vma05_vdso,0,0,0,-,-,-,0
vmsplice01,0,1,0,-,-,-,0
vmsplice02,0,3,0,-,-,-,0
vmsplice03,0,1,0,-,-,-,0
vmsplice04,0,1,0,-,-,-,0
vsock01,0,0,0,-,-,-,0
vxlan01.sh,0,0,0,-,-,-,0
vxlan02.sh,0,0,0,-,-,-,0
vxlan03.sh,0,0,0,-,-,-,0
vxlan04.sh,0,0,0,-,-,-,0
wait01,1,1,1,-,-,-,1
wait02,1,1,1,-,-,-,1
wait401,3,3,3,-,-,-,3
wait402,1,1,1,-,-,-,1
wait403,1,1,1,-,-,-,1
waitid01,0,6,0,-,-,-,0
waitid02,0,1,0,-,-,-,0
waitid03,0,1,0,-,-,-,0
waitid04,1,4,1,-,-,-,1
waitid05,1,6,1,-,-,-,1
waitid06,1,6,1,-,-,-,1
waitid07,0,7,0,-,-,-,0
waitid08,0,12,0,-,-,-,0
waitid09,0,1,0,-,-,-,0
waitid10,0,1,0,-,-,-,0
waitid11,0,6,0,-,-,-,0
waitpid01,0,1,0,-,-,-,0
waitpid03,2,2,2,-,-,-,2
waitpid04,3,4,3,-,-,-,3
waitpid06,0,9,0,-,-,-,0
waitpid07,0,9,0,-,-,-,0
waitpid08,0,9,0,-,-,-,0
waitpid09,3,5,3,-,-,-,3
waitpid10,0,9,0,-,-,-,0
waitpid11,0,9,0,-,-,-,0
waitpid12,0,9,0,-,-,-,0
waitpid13,0,9,0,-,-,-,0
wc01.sh,0,0,0,-,-,-,0
which01.sh,0,0,0,-,-,-,0
wireguard01.sh,0,0,0,-,-,-,0
wireguard02.sh,0,0,0,-,-,-,0
wireguard_lib.sh,0,0,0,-,-,-,0
wqueue01,0,1,0,-,-,-,0
wqueue02,0,1,0,-,-,-,0
wqueue03,0,1,0,-,-,-,0
wqueue04,0,1,0,-,-,-,0
wqueue05,0,1,0,-,-,-,0
wqueue06,0,1,0,-,-,-,0
wqueue07,0,1,0,-,-,-,0
wqueue08,0,1,0,-,-,-,0
wqueue09,0,2,0,-,-,-,0
write01,1,1,1,-,-,-,1
write02,2,2,2,-,-,-,2
write03,0,1,0,-,-,-,0
write04,0,1,0,-,-,-,0
write05,1,3,1,-,-,-,1
write06,0,2,0,-,-,-,0
write_freezing.sh,0,0,0,-,-,-,0
writetest,0,0,0,-,-,-,0
writev01,4,6,4,-,-,-,4
writev02,0,0,0,-,-,-,0
writev03,0,0,0,-,-,-,0
writev05,0,0,0,-,-,-,0
writev06,0,0,0,-,-,-,0
writev07,0,4,0,-,-,-,0
zram01.sh,0,0,0,-,-,-,0
zram02.sh,0,0,0,-,-,-,0
zram03,0,0,0,-,-,-,0
zram_lib.sh,0,0,0,-,-,-,0
